n_sites,pop_covered
212,0.7639543909169418
213,0.7657693633729346
214,0.7675437487157024
215,0.7692877172227566
216,0.7710175427295093
217,0.7726773321036012
218,0.774312927853664
219,0.7759471417216088
220,0.7775711792812031
221,0.7791882350201932
222,0.7807920210547015
223,0.7823791272238093
224,0.7839550659253414
225,0.7855280673364285
226,0.787097561635807
227,0.7886305086766832
228,0.7901605646297519
229,0.7916773345682984
230,0.7931898368286078
231,0.7946951945651342
232,0.7961980204517266
233,0.797699065089983
234,0.7991844408141022
235,0.8006618187568945
236,0.8021386396853976
237,0.8036038385895875
238,0.8050623743143683
239,0.8065166924269738
240,0.8079647842137166
241,0.8094024328955025
242,0.8108305124620926
243,0.8122136702582541
244,0.81357799433642
245,0.8149360001140344
246,0.8162899628696383
247,0.8176382605971448
248,0.8189784971586105
249,0.8203044538024943
250,0.8216120894096384
251,0.8229133756332675
252,0.8242114923363973
253,0.8255081017643977
254,0.8268022610142497
255,0.8280935368415283
256,0.8293760802067601
257,0.8306334354737512
258,0.8318520414263842
259,0.8330583261890551
260,0.8342596165231143
261,0.8354531729913446
262,0.8366401418938987
263,0.8378013106832388
264,0.8389554474928607
265,0.8401095442824703
266,0.8412632856893734
267,0.8424095063578512
268,0.843542760192661
269,0.8446699788329082
270,0.8457937197031917
271,0.8469119157831521
272,0.848025830823757
273,0.8491378777859854
274,0.8502483624992294
275,0.8513578998000966
276,0.8524655224750086
277,0.8535727034049311
278,0.8546796597418325
279,0.8557829859804786
280,0.8568818611015416
281,0.8579806071020714
282,0.8590654972352124
283,0.8601434347258847
284,0.8612205949944438
285,0.8622785530212214
286,0.8633354881932895
287,0.8643865888487291
288,0.8654360521964732
289,0.8664726298674751
290,0.8674933096455729
291,0.8685074688872184
292,0.8695160068318133
293,0.8705181519068219
294,0.8715121572159902
295,0.8725059676718783
296,0.8734904049569105
297,0.874447821764251
298,0.8753951959652808
299,0.8763323137517129
300,0.8772645637348836
301,0.87819414517963
302,0.8791197680270935
303,0.8800403401598672
304,0.8809551193001408
305,0.8818683874983348
306,0.8827714172145704
307,0.8836705000640322
308,0.8845689369798779
309,0.885461839168705
310,0.8863533664702988
311,0.8872437391154723
312,0.8881325248291129
313,0.8890199536425314
314,0.8899023435615299
315,0.8907761483209089
316,0.8916485825123581
317,0.8925185388922128
318,0.8933842198318679
319,0.8942348336710673
320,0.8950802359715491
321,0.895914304448866
322,0.8967459082775316
323,0.8975619313981329
324,0.8983768421555497
325,0.8991808817033496
326,0.899984110472178
327,0.9007828716815949
