n_sites,pop_covered
1,0.021846270935744174
2,0.03946954355624091
3,0.05693012370000478
4,0.07350593316157264
5,0.08919557643209285
6,0.1047954439898483
7,0.12036201576171386
8,0.1358369628113605
9,0.15126733342736964
10,0.16656632055077356
11,0.18175757222501904
12,0.1966960980096378
13,0.21159500998535904
14,0.22640026960468665
15,0.2408392479246836
16,0.25515686038250507
17,0.26935921068111995
18,0.28318555216282076
19,0.29689887689235644
20,0.3105177759433248
21,0.3240162038458708
22,0.33739504576793433
23,0.35052493337867463
24,0.36358050630426
25,0.3762372986321112
26,0.3888494469854407
27,0.40075098196925585
28,0.41223774139051284
29,0.42359775844052233
30,0.43488240700609193
31,0.44560491264538793
32,0.4562219194562284
33,0.4666138747571748
34,0.4767477986993744
35,0.4868578857053559
36,0.49622316496214725
37,0.5055315142328317
38,0.5148251184563987
39,0.5240473213326703
40,0.5330325518704695
41,0.5418133882935345
42,0.5504254863126375
43,0.5586268210060795
44,0.5667617073045055
45,0.5747842336940087
46,0.5825089151858482
47,0.5902320729370726
48,0.5979210800528996
49,0.6056074018857996
50,0.6132572408186906
51,0.6206732742071842
52,0.6280275731323745
53,0.6352015848428959
54,0.642330522180487
55,0.6494547363028493
56,0.6564493338355044
57,0.6633535989466202
58,0.6702333137825125
59,0.6767861673374876
60,0.6833156460242638
61,0.6897286204307129
62,0.6960938788719779
63,0.7024186469263279
64,0.7086848022209038
65,0.7147516928267865
66,0.7206539971120955
67,0.7264814658063102
68,0.7323064533878444
69,0.7380033418454122
70,0.7435566374140888
71,0.7489479794816106
72,0.7543146737290624
73,0.7594753983770299
74,0.7645391686990535
75,0.7693670120305837
76,0.7740941934513975
77,0.7787938400328884
78,0.7833486279035148
79,0.7878800469948352
80,0.7923504016695402
81,0.796761521242297
82,0.8011423515257597
83,0.8054517028285386
84,0.8097079808338014
85,0.8138975380599882
86,0.8180616364451712
87,0.8222248986780044
88,0.8262389703354657
89,0.8298771160046021
90,0.8333414521874447
91,0.836732764352593
92,0.8400588612944413
93,0.8433347120822728
94,0.8465929548908718
95,0.8498272919583503
96,0.8530007112336901
97,0.8560772282877258
98,0.8591324706506798
99,0.8621855411864475
100,0.8652148032476855
101,0.8682000610964163
102,0.8711402322753531
103,0.8739516349890958
104,0.8766324205383637
105,0.8793072580524551
106,0.8817090331549747
107,0.8839446486143824
108,0.8861634865999498
109,0.8883820914136432
110,0.8905806438586515
111,0.8927500955806422
112,0.8948985390010383
113,0.8970284165222181
114,0.8991544003725556
115,0.9012431269793475
