n_hex,n_hex_mapped,pop_total,pop_mapped,pop_unmapped_share,PT_city,F15,Gini_PT,city,slug,health_n,school_n,health_source,school_source,pop_source,boundary,mode,mode_eucl,hex_side_m,n_dual,PT_city_eucl,F15_eucl,Gini_eucl,map_pt
1331,1331,1221548.5129346848,1221548.5129346848,0.0,10.911457424588775,0.8210269961972246,0.31026760125070163,Ibadan,ibadan,445,453,GRID3 health v3.0,GRID3 schools / HDX,GRID3 / WorldPop NGA population v3.0 100 m (UN WPP July 2025),geoBoundaries ADM2 metro LGAs (GHS UC stand-in),foot · OSM walk graph · 5 km/h,foot Euclidean 5 km/h (sensitivity),200,5,6.8312980343079195,0.9276100953293263,0.3017571142439028,/Users/atimakaduh/Documents/Portfolio/Paper replicas/15-min-cities-nigeria/maps/ibadan_PT_k.png
