n_hex,n_hex_mapped,pop_total,pop_mapped,pop_unmapped_share,PT_city,F15,Gini_PT,city,slug,health_n,school_n,health_source,school_source,pop_source,boundary,mode,mode_eucl,hex_side_m,n_dual,PT_city_eucl,F15_eucl,Gini_eucl,map_pt
16412,16412,2580679.0621922016,2580679.0621922016,0.0,29.767517414684857,0.2148756251844027,0.3245992633232009,Abuja,abuja,307,582,GRID3 health v3.0,GRID3 schools / HDX,GRID3 / WorldPop NGA population v3.0 100 m (UN WPP July 2025),"geoBoundaries ADM2 metro LGAs plus Kubwa, Dutse and Usuma in Bwari",foot · OSM walk graph · 5 km/h,foot Euclidean 5 km/h (sensitivity),200,5,19.656857980916964,0.47109701287726813,0.3612373780199638,
